date,temperature,humidity,windspeed,precipitation,weathercode,sunrise,sunset
2026-08-19,22.7,72,25.9,7.7,55,06:49,20:58
2026-08-20,19.7,66,18.4,0.3,51,06:50,20:56
2026-08-21,18.4,69,15.2,2.0,53,06:51,20:55
2026-08-22,17.7,66,12.8,0.1,51,06:53,20:53
2026-08-23,18.9,53,15.1,0.0,3,06:54,20:51
2026-08-24,21.0,44,15.2,0.0,3,06:56,20:49
2026-08-25,21.9,62,11.0,2.6,53,06:57,20:47
2026-08-26,23.6,65,10.8,1.9,53,06:59,20:45
2026-08-27,21.9,80,11.4,34.0,65,07:00,20:43
2026-08-28,18.6,82,18.0,8.1,63,07:01,20:41
2026-08-29,19.1,79,27.8,4.3,63,07:03,20:39
2026-08-30,19.9,73,17.4,1.0,51,07:04,20:37
2026-08-31,19.3,70,20.1,1.1,51,07:06,20:35
2026-09-01,18.8,67,9.1,0.0,3,07:07,20:33
2026-09-02,19.3,64,8.1,0.0,3,07:08,20:31
2026-09-03,22.5,60,14.3,0.0,3,07:10,20:29
2026-09-04,23.8,65,18.8,0.0,3,07:11,20:27
2026-09-05,20.3,57,12.2,0.0,3,07:13,20:25
2026-09-06,21.5,50,10.1,0.0,3,07:14,20:22
2026-09-07,24.2,54,16.7,0.0,3,07:15,20:20
2026-09-08,20.9,69,30.1,1.3,53,07:17,20:18
2026-09-09,16.5,66,14.1,0.4,51,07:18,20:16
2026-09-10,15.9,64,8.5,0.0,3,07:20,20:14
2026-09-11,18.7,58,12.3,0.0,3,07:21,20:12
2026-09-12,19.9,66,8.9,0.0,3,07:23,20:10
2026-09-13,20.4,65,10.2,2.4,61,07:24,20:08
2026-09-14,22.5,67,6.7,0.0,3,07:25,20:05
2026-09-15,23.6,56,19.9,0.0,3,07:27,20:03
2026-09-16,18.3,59,13.9,0.3,51,07:28,20:01
